timestamp_utc,price_eur_per_mwh,price_ramp_eur_per_mwh,risk_score,regime_label,reason_codes,price_event_labels,confusion_bucket
2024-06-18 18:00:00+00:00,171.87,13.680000000000009,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
2024-06-13 19:00:00+00:00,163.84,-24.50999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
2024-06-24 19:00:00+00:00,156.0,-53.31999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-06-20 17:00:00+00:00,155.62,36.31,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-06-18 19:00:00+00:00,134.47,-37.400000000000006,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-06-12 20:00:00+00:00,130.88,-23.78,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
2024-06-20 19:00:00+00:00,130.06,-70.03,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-06-17 20:00:00+00:00,128.15,-71.85999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-06-27 20:00:00+00:00,125.21,-60.97000000000001,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_RAMP_DOWN,FN
2024-06-19 19:00:00+00:00,115.08,-28.58,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,NO_PRICE_EVENT,TN
2024-06-20 20:00:00+00:00,111.83,-18.230000000000004,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,NO_PRICE_EVENT,TN
2024-06-13 20:00:00+00:00,108.37,-55.47,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_RAMP_DOWN,FN
2024-06-19 20:00:00+00:00,108.26,-6.819999999999993,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,NO_PRICE_EVENT,TN
2024-06-18 20:00:00+00:00,104.2,-30.27,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,NO_PRICE_EVENT,TN
2024-06-18 03:00:00+00:00,95.94,5.649999999999992,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,NO_PRICE_EVENT,TN
2024-06-26 18:00:00+00:00,134.39,7.659999999999982,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
